"","database","category","Odds_Ratio","qval","Combined Score","genes"
"1","GO_Biological_Process_2017","Complement and coagulation cascades Homo sapiens hsa04610",6.75105485232068,0.00708979189898138,71.7587976319221,"C7;F10;C4BPA;MASP2;C4BPB;MASP1;F3;F2RL3"
"2","GO_Biological_Process_2017","Neuroactive ligand-receptor interaction Homo sapiens hsa04080",3.36943441636582,0.0119560118885094,31.718327451572,"PTGFR;GABRP;ADCYAP1R1;GIPR;AVPR2;TACR1;HTR2A;ADRA1A;P2RX6;EDNRB;CNR1;LEPR;GABRE;F2RL3"
"3","GO_Biological_Process_2017","AMPK signaling pathway Homo sapiens hsa04152",4.3010752688172,0.055814218558318,32.1173632237851,"LIPE;LEPR;PPARG;IGF1;CD36;PCK1;ACACB;ADRA1A"
"4","GO_Biological_Process_2017","Tyrosine metabolism Homo sapiens hsa00350",7.61904761904762,0.0879500045863397,48.1478087271654,"AOC3;TPO;AOC2;AOX1"
"5","GO_Biological_Process_2017","Rap1 signaling pathway Homo sapiens hsa04015",3.15955766192733,0.100140240611947,20.8374784114527,"NGFR;ANGPT4;FGF7;CNR1;FLT4;ADCY4;IGF1;RASGRP2;RAPGEF3;F2RL3"
"6","GO_Biological_Process_2017","Adrenergic signaling in cardiomyocytes Homo sapiens hsa04261",3.6036036036036,0.105314058671649,22.7803353321982,"PPP1R1A;ADCY4;SCN7A;ATP1A2;ATP1B2;ADRA1A;RAPGEF3;MYH7"
"7","GO_Biological_Process_2017","Retinol metabolism Homo sapiens hsa00830",5.12820512820513,0.121808676967917,29.9464930601622,"CYP26B1;ALDH1A2;AOX1;RDH5;CYP3A5"
"8","GO_Biological_Process_2017","Retrograde endocannabinoid signaling Homo sapiens hsa04723",3.96039603960396,0.122327404102526,21.6975909093864,"GABRP;CNR1;ADCY4;GNB3;SLC17A7;GABRE"
"9","GO_Biological_Process_2017","Drug metabolism - cytochrome P450 Homo sapiens hsa00982",4.83091787439614,0.122810331456208,26.9568220584992,"CYP2D6;AOX1;FMO2;CYP3A5;GSTM5"
"10","GO_Biological_Process_2017","Proximal tubule bicarbonate reclamation Homo sapiens hsa04964",8.69565217391304,0.126196227534338,46.5408222460466,"ATP1A2;ATP1B2;PCK1"
